;2016-03-01;5.6;5.64;5.4;5.62;5.62;37095600;0.48;11.03;2.0
;2016-03-02;5.6;5.88;5.56;5.87;5.87;60927200;0.78;11.52;2.09
;2016-03-03;5.85;5.96;5.78;5.88;5.88;67167600;0.86;11.54;2.09
;2016-03-04;5.82;5.97;5.73;5.9;5.9;78437900;1.01;11.58;2.1
;2016-03-07;5.9;6.04;5.86;5.94;5.94;36444600;0.47;11.66;2.11
;2016-03-08;5.9;5.9;5.61;5.89;5.89;38692600;0.5;11.56;2.1
;2016-03-09;5.78;5.89;5.7;5.87;5.87;34032300;0.44;11.52;2.09
;2016-03-10;5.79;5.84;5.67;5.68;5.68;20754100;0.27;11.15;2.02
;2016-03-11;5.64;5.71;5.58;5.64;5.64;21604200;0.28;11.07;2.01
;2016-03-14;5.73;5.88;5.69;5.81;5.81;38952500;0.5;11.41;2.07
;2016-03-15;5.81;5.85;5.71;5.84;5.84;27761700;0.36;11.47;2.08
;2016-03-16;5.83;5.99;5.83;5.91;5.91;65907400;0.85;11.6;2.1
;2016-03-17;5.89;6.03;5.88;5.98;5.98;50856100;0.65;11.74;2.13
;2016-03-18;6.0;6.14;5.97;6.03;6.03;102020500;1.31;11.84;2.15
;2016-03-21;6.08;6.26;6.04;6.2;6.2;94416600;1.21;12.17;2.21
;2016-03-22;6.17;6.23;6.09;6.12;6.12;51053000;0.66;12.02;2.18
;2016-03-23;6.07;6.14;6.04;6.11;6.11;45049300;0.58;12.0;2.17
;2016-03-24;6.15;6.29;6.01;6.03;6.03;87085800;1.12;11.84;2.15
;2016-03-25;6.0;6.13;5.96;6.11;6.11;60461500;0.78;12.0;2.17
;2016-03-28;6.21;6.3;6.07;6.11;6.11;84759700;1.09;12.0;2.17
;2016-03-29;6.01;6.08;5.95;5.97;5.97;55094700;0.71;11.72;2.12
;2016-03-30;6.02;6.11;6.01;6.11;6.11;55486100;0.71;12.0;2.17
;2016-03-31;6.13;6.15;6.05;6.08;6.08;58847500;0.76;17.59;2.27
;2016-04-01;6.05;6.3;6.05;6.14;6.14;84147400;1.08;17.77;2.3
;2016-04-04;6.05;6.3;6.05;6.14;6.14;84147400;1.08;17.77;2.3
;2016-04-05;6.16;6.28;6.11;6.23;6.23;83545400;1.07;18.03;2.33
;2016-04-06;6.19;6.21;6.12;6.15;6.15;50145500;0.64;17.8;2.3
;2016-04-07;6.15;6.2;6.08;6.1;6.1;47188600;0.61;17.65;2.28
;2016-04-08;6.06;6.09;6.0;6.05;6.05;37350600;0.48;17.51;2.26
;2016-04-11;6.08;6.12;6.04;6.08;6.08;44188100;0.57;17.59;2.27
;2016-04-12;6.09;6.09;5.98;6.01;6.01;30346900;0.39;17.39;2.25
;2016-04-13;6.01;6.14;6.01;6.09;6.09;60784200;0.78;17.62;2.28
;2016-04-14;6.27;6.38;6.18;6.22;6.22;117459700;1.51;18.0;2.33
;2016-04-15;6.22;6.29;6.12;6.21;6.21;69663400;0.9;17.97;2.32
;2016-04-18;6.26;6.32;6.18;6.22;6.22;65522800;0.77;18.0;2.33
;2016-04-19;6.17;6.5;6.16;6.39;6.39;148280200;1.75;18.49;2.39
;2016-04-20;6.37;6.66;6.29;6.62;6.62;239112700;2.82;19.16;2.48
;2016-04-21;0.0;0.0;0.0;6.62;6.62;0;0.0;19.16;2.48
;2016-04-22;6.45;6.45;6.15;6.27;6.27;112967600;1.33;18.14;2.34
;2016-04-25;6.25;6.25;6.05;6.12;6.12;49680900;0.59;17.71;2.29
;2016-04-26;6.17;6.22;6.1;6.16;6.16;41350100;0.49;17.83;2.3
;2016-04-27;6.14;6.18;6.09;6.11;6.11;34073100;0.4;17.68;2.28
;2016-04-28;6.12;6.19;6.01;6.15;6.15;40288100;0.48;17.8;2.3
;2016-04-29;6.15;6.15;6.07;6.09;6.09;33040000;0.39;14.34;2.13
;2016-05-02;6.15;6.15;6.07;6.09;6.09;33040000;0.39;14.34;2.13
;2016-05-03;6.1;6.22;6.08;6.22;6.22;68041900;0.8;14.65;2.18
;2016-05-04;6.2;6.82;6.18;6.75;6.75;198390800;2.34;15.9;2.36
;2016-05-05;6.8;7.1;6.67;6.97;6.97;213387600;2.52;16.42;2.44
;2016-05-06;6.92;7.32;6.86;6.95;6.95;160519800;1.89;16.37;2.43
;2016-05-09;6.8;7.11;6.63;6.92;6.92;142965000;1.69;16.3;2.42
;2016-05-10;6.98;7.18;6.7;6.85;6.85;101970800;1.2;16.13;2.4
;2016-05-11;6.87;7.49;6.74;7.3;7.3;150974100;1.78;17.19;2.55
;2016-05-12;7.19;7.51;7.09;7.3;7.3;106354900;1.25;17.19;2.55
;2016-05-13;7.2;7.33;7.01;7.1;7.1;73052800;0.86;16.72;2.48
;2016-05-16;7.06;7.15;6.87;7.14;7.14;65154500;0.77;16.82;2.5
;2016-05-17;7.12;7.15;6.9;6.91;6.91;55482300;0.65;16.28;2.42
;2016-05-18;6.92;7.0;6.67;6.83;6.83;60977900;0.72;16.09;2.39
;2016-05-19;6.8;6.93;6.75;6.82;6.82;55393300;0.65;16.06;2.39
;2016-05-20;6.69;6.91;6.68;6.83;6.83;42421800;0.5;16.09;2.39
;2016-05-23;6.84;7.1;6.84;7.07;7.07;68588100;0.81;16.65;2.47
;2016-05-24;7.02;7.07;6.89;7.01;7.01;40722700;0.48;16.51;2.45
;2016-05-25;7.08;7.12;6.68;6.77;6.77;64757200;0.76;15.95;2.37
;2016-05-26;6.71;6.74;6.5;6.61;6.61;54356100;0.64;15.57;2.31
;2016-05-27;6.63;6.78;6.53;6.65;6.65;40812900;0.48;15.66;2.33
;2016-05-30;6.6;6.6;6.43;6.49;6.49;38210500;0.45;15.29;2.27
