中国联通;2016-04-04;4.39;4.57;4.38;4.54;4.54;259373400;1.22;27.72;1.22
中国联通;2016-04-05;4.5;4.57;4.43;4.54;4.54;181348300;0.86;27.72;1.22
中国联通;2016-04-06;4.5;4.53;4.45;4.49;4.49;117341900;0.55;27.41;1.21
中国联通;2016-04-07;4.5;4.51;4.4;4.41;4.41;105596000;0.5;26.93;1.19
中国联通;2016-04-08;4.37;4.39;4.3;4.34;4.34;84893000;0.4;26.5;1.17
中国联通;2016-04-11;4.36;4.44;4.36;4.41;4.41;89382400;0.42;26.93;1.19
中国联通;2016-04-12;4.4;4.41;4.35;4.38;4.38;66793100;0.32;26.74;1.18
中国联通;2016-04-13;4.4;4.5;4.39;4.44;4.44;140541400;0.66;27.11;1.2
中国联通;2016-04-14;4.47;4.48;4.43;4.47;4.47;64749100;0.31;27.29;1.2
中国联通;2016-04-15;4.47;4.48;4.4;4.42;4.42;74845500;0.35;26.99;1.19
