2006-03-01;1055.858;1074.038;999.931;1061.088;401011657;1045.91;1037.22;1012.62
2006-04-01;1061.962;1173.88;1061.962;1172.347;706071518;1057.74;1050.59;1037.60
2006-05-01;1179.581;1387.571;1179.581;1365.451;988143689;1153.59;1144.54;1099.91
2006-06-01;1406.617;1413.108;1269.516;1393.963;739723248;1349.84;1344.61;1247.00
2006-07-01;1398.736;1430.944;1293.531;1294.328;594780670;1375.86;1355.69;1344.15
2006-08-01;1281.889;1349.201;1221.989;1338.694;390300807;1347.35;1350.61;1370.23
2006-09-01;1315.707;1405.563;1315.61;1403.265;496209174;1324.97;1302.66;1296.33
2006-10-01;1420.362;1464.478;1403.008;1464.473;538312680;1378.29;1378.60;1342.43
2006-11-01;1480.551;1714.493;1453.259;1714.358;962227103;1450.54;1441.86;1408.10
2006-12-01;1731.897;2052.861;1705.911;2041.047;1219209146;1662.78;1634.03;1530.60
2007-01-01;2073.25;2599.452;2030.762;2385.335;1692227673;1976.24;1945.99;1796.98
2007-02-01;2397.058;2719.519;2198.901;2544.571;944183283;2495.98;2472.89;2209.07
2007-03-01;2468.672;2830.082;2409.715;2781.784;1496530593;2611.02;2545.93;2439.82
2007-04-01;2793.957;3568.684;2793.957;3558.709;1945243125;2782.16;2737.32;2631.16
2007-05-01;3643.813;4168.529;3556.615;3927.952;1897377384;3483.26;3387.53;3066.63
2007-06-01;3804.958;4292.198;3246.733;3764.078;1668283438;4008.11;3937.78;3643.69
2007-07-01;3746.175;4467.647;3475.271;4460.564;1124137222;3893.78;4035.58;3949.54
2007-08-01;4311.599;5307.417;4303.975;5296.813;1597510527;4347.33;4164.12;3953.63
2007-09-01;5335.049;5590.849;5059.464;5580.813;1229232902;5240.96;5146.81;4737.08
2007-10-01;5703.28;5891.723;5266.372;5688.543;932426403;5467.60;5469.60;5315.50
2007-11-01;5514.852;5565.66;4619.514;4737.408;636136566;5504.31;5535.22;5561.01
2007-12-01;4714.921;5391.665;4689.518;5338.275;707407506;4747.89;4842.97;5164.83
2008-01-01;5349.763;5756.919;4606.144;4620.401;1113566671;5278.96;5116.73;4979.67
2008-02-01;4695.546;5062.261;4394.594;4674.55;462242371;4780.49;4921.88;5245.30
2008-03-01;4648.735;4836.657;3658.04;3790.53;729075823;4594.34;4739.04;4928.75
2008-04-01;3621.388;3970.575;3122.39;3959.119;865312935;3855.55;3882.73;4340.29
2008-05-01;4015.212;4075.575;3533.466;3611.33;839167860;3808.56;3571.95;3704.72
2008-06-01;3600.234;3650.478;2691.868;2791.819;649936397;3600.77;3679.84;3727.55
2008-07-01;2702.634;3056.905;2617.258;2805.21;932879272;2882.04;2865.68;3286.89
2008-08-01;2816.936;2832.895;2273.893;2391.64;526849714;2899.06;2898.72;2865.23
